pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
567,41,39,3570,chain,control,10
534,43,42,3571,chain,control,12
574,49,33,3572,chain,control,9
593,44,38,3573,chain,control,10
598,43,36,3574,chain,control,12
661,40,42,3575,chain,control,8
691,40,42,3576,chain,control,10
603,38,37,3577,chain,control,9
477,44,40,3578,chain,control,14
657,38,43,3579,chain,control,13
651,37,42,3580,chain,control,13
625,47,42,3581,chain,control,8
591,32,42,3582,chain,control,7
600,47,40,3583,chain,control,10
698,40,42,3584,chain,control,12
657,45,43,3585,chain,control,9
682,40,53,3586,chain,control,13
530,44,38,3587,chain,control,14
537,33,32,3588,chain,control,8
579,41,42,3589,chain,control,10
612,48,40,3590,chain,control,8
632,35,43,3591,chain,control,9
615,42,42,3592,chain,control,9
610,41,41,3593,chain,control,11
655,45,51,3594,chain,control,12
589,40,42,3595,chain,control,11
555,42,31,3596,chain,control,11
528,43,39,3597,chain,control,7
629,41,43,3598,chain,control,9
523,39,38,3599,chain,control,9
613,48,38,3600,chain,control,12
520,39,37,3601,chain,control,14
472,40,35,3602,chain,control,8
620,39,48,3603,chain,control,12
599,31,34,3604,chain,control,9
617,49,51,3605,chain,control,9
625,35,39,3606,chain,control,13
549,43,43,3607,chain,control,12
618,44,39,3608,chain,control,14
609,34,38,3609,chain,control,7
689,41,43,3610,chain,control,12
694,46,50,3611,chain,control,8
674,38,44,3612,chain,control,14
575,31,44,3613,chain,control,13
574,43,40,3614,chain,control,10
621,42,44,3615,chain,control,14
609,44,43,3616,chain,control,11
571,37,38,3617,chain,control,8
550,37,46,3618,chain,control,12
597,32,39,3619,chain,control,14
587,34,30,3620,chain,control,8
573,32,36,3621,chain,control,6
608,39,40,3622,chain,control,8
615,37,43,3623,chain,control,11
610,36,38,3624,chain,control,6
609,47,41,3625,chain,control,13
592,42,43,3626,chain,control,7
610,42,30,3627,chain,control,8
684,51,45,3628,chain,control,9
502,38,32,3629,chain,control,13
573,25,34,3630,chain,control,11
524,43,35,3631,chain,control,12
618,35,33,3632,chain,control,14
648,41,47,3633,chain,control,13
571,36,42,3634,chain,control,12
606,49,40,3635,chain,control,11
562,32,42,3636,chain,control,12
549,34,35,3637,chain,control,10
476,35,29,3638,chain,control,13
551,38,48,3639,chain,control,7
559,43,41,3640,chain,control,9
469,36,36,3641,chain,control,6
724,42,42,3642,chain,control,7
552,37,40,3643,chain,control,14
530,36,40,3644,chain,control,10
598,39,39,3645,chain,control,12
659,45,37,3646,chain,control,9
598,44,36,3647,chain,control,6
603,43,31,3648,chain,control,13
549,38,39,3649,chain,control,11
590,30,37,3650,chain,control,9
567,38,35,3651,chain,control,10
635,42,47,3652,chain,control,12
605,40,39,3653,chain,control,6
574,31,34,3654,chain,control,11
556,41,37,3655,chain,control,10
600,33,43,3656,chain,control,8
584,39,37,3657,chain,control,12
551,43,40,3658,chain,control,10
594,35,35,3659,chain,control,7
556,37,33,3660,chain,control,7
615,39,36,3661,chain,control,7
608,36,32,3662,chain,control,14
599,40,46,3663,chain,control,6
490,42,43,3664,chain,control,11
576,43,41,3665,chain,control,9
620,38,36,3666,chain,control,10
598,35,40,3667,chain,control,12
564,27,40,3668,chain,control,10
596,43,38,3669,chain,control,9
602,46,41,3670,chain,control,10
502,31,38,3671,chain,control,8
688,47,52,3672,chain,control,11
592,33,43,3673,chain,control,11
634,41,41,3674,chain,control,13
590,33,35,3675,chain,control,6
669,40,40,3676,chain,control,12
659,38,46,3677,chain,control,6
583,38,38,3678,chain,control,6
671,42,50,3679,chain,control,6
617,30,44,3680,chain,control,7
570,32,30,3681,chain,control,11
642,43,38,3682,chain,control,13
631,39,46,3683,chain,control,10
670,41,31,3684,chain,control,12
498,38,29,3685,chain,control,11
620,39,32,3686,chain,control,8
677,41,40,3687,chain,control,7
580,38,36,3688,chain,control,9
538,49,42,3689,chain,control,11
662,40,44,3690,chain,control,8
595,37,41,3691,chain,control,6
639,40,42,3692,chain,control,14
598,41,32,3693,chain,control,11
478,41,32,3694,chain,control,14
679,44,40,3695,chain,control,10
646,50,42,3696,chain,control,8
556,44,42,3697,chain,control,10
561,45,34,3698,chain,control,8
652,46,40,3699,chain,control,6
531,45,40,3700,chain,control,12
633,45,35,3701,chain,control,7
615,38,44,3702,chain,control,14
625,39,46,3703,chain,control,13
575,36,39,3704,chain,control,9
590,35,38,3705,chain,control,12
692,44,47,3706,chain,control,14
591,42,35,3707,chain,control,9
625,44,45,3708,chain,control,12
537,47,37,3709,chain,control,11
637,46,46,3710,chain,control,14
694,39,48,3711,chain,control,9
648,41,41,3712,chain,control,6
661,43,41,3713,chain,control,12
632,36,38,3714,chain,control,11
642,42,40,3715,chain,control,14
492,40,40,3716,chain,control,12
577,43,43,3717,chain,control,6
604,41,36,3718,chain,control,9
552,38,39,3719,chain,control,10
605,35,34,3720,chain,control,14
612,41,39,3721,chain,control,6
524,47,36,3722,chain,control,7
555,39,41,3723,chain,control,9
565,38,39,3724,chain,control,13
479,28,28,3725,chain,control,8
613,43,38,3726,chain,control,7
579,43,45,3727,chain,control,11
621,47,40,3728,chain,control,6
642,50,45,3729,chain,control,11
590,37,38,3730,chain,control,7
602,38,42,3731,chain,control,14
610,48,41,3732,chain,control,10
594,39,38,3733,chain,control,12
579,37,34,3734,chain,control,11
643,46,49,3735,chain,control,13
656,41,39,3736,chain,control,6
463,37,35,3737,chain,control,13
530,44,43,3738,chain,control,13
614,46,46,3739,chain,control,11
566,40,32,3740,chain,control,7
601,37,43,3741,chain,control,8
606,40,36,3742,chain,control,14
568,43,40,3743,chain,control,6
588,41,33,3744,chain,control,14
604,38,35,3745,chain,control,8
614,45,47,3746,chain,control,7
506,38,30,3747,chain,control,13
620,42,43,3748,chain,control,7
611,37,41,3749,chain,control,13
564,42,39,3750,chain,control,11
601,40,43,3751,chain,control,13
598,44,39,3752,chain,control,13
638,47,38,3753,chain,control,10
594,39,49,3754,chain,control,10
588,37,43,3755,chain,control,9
616,46,40,3756,chain,control,8
594,46,39,3757,chain,control,11
552,40,32,3758,chain,control,10
632,46,50,3759,chain,control,9
581,37,40,3760,chain,control,7
513,40,42,3761,chain,control,12
612,38,35,3762,chain,control,8
553,42,34,3763,chain,control,6
665,46,45,3764,chain,control,7
562,44,47,3765,chain,control,7
526,29,40,3766,chain,control,12
596,32,36,3767,chain,control,8
536,23,37,3768,chain,control,12
613,35,45,3769,chain,control,12
624,40,36,3770,chain,control,13
487,29,41,3771,chain,control,6
596,39,39,3772,chain,control,7
610,44,32,3773,chain,control,6
519,47,34,3774,chain,control,11
585,40,33,3775,chain,control,14
610,44,45,3776,chain,control,11
682,45,43,3777,chain,control,8
638,44,40,3778,chain,control,12
607,36,31,3779,chain,control,10
630,48,35,3780,chain,control,13
642,40,43,3781,chain,control,13
665,49,41,3782,chain,control,10
592,38,34,3783,chain,control,11
596,41,40,3784,chain,control,9
634,41,33,3785,chain,control,14
546,40,39,3786,chain,control,6
580,40,33,3787,chain,control,6
615,38,42,3788,chain,control,14
663,41,46,3789,chain,control,11
542,30,43,3790,chain,control,10
667,42,46,3791,chain,control,8
566,38,52,3792,chain,control,12
536,35,36,3793,chain,control,12
562,45,29,3794,chain,control,9
631,47,46,3795,chain,control,11
652,45,47,3796,chain,control,13
561,43,46,3797,chain,control,13
513,40,34,3798,chain,control,6
513,33,36,3799,chain,control,9
591,39,38,3800,chain,control,9
528,40,39,3801,chain,control,10
600,38,44,3802,chain,control,7
584,37,42,3803,chain,control,8
617,34,49,3804,chain,control,13
601,41,44,3805,chain,control,8
623,36,40,3806,chain,control,8
550,41,42,3807,chain,control,6
539,34,42,3808,chain,control,9
617,35,46,3809,chain,control,7
669,38,45,3810,chain,control,13
561,37,43,3811,chain,control,9
611,47,41,3812,chain,control,8
649,41,42,3813,chain,control,9
572,36,36,3814,chain,control,13
639,47,44,3815,chain,control,9
575,33,42,3816,chain,control,8
550,36,32,3817,chain,control,9
607,42,39,3818,chain,control,7
605,44,51,3819,chain,control,11
607,43,38,3820,chain,control,6
606,42,37,3821,chain,control,6
550,45,42,3822,chain,control,10
597,47,41,3823,chain,control,14
724,47,44,3824,chain,control,7
624,45,36,3825,chain,control,8
562,42,35,3826,chain,control,10
550,35,45,3827,chain,control,11
573,40,36,3828,chain,control,6
551,35,40,3829,chain,control,13
551,33,34,3830,chain,control,11
528,38,32,3831,chain,control,8
664,50,42,3832,chain,control,6
636,40,35,3833,chain,control,8
541,36,36,3834,chain,control,6
635,45,41,3835,chain,control,7
580,36,39,3836,chain,control,13
572,38,37,3837,chain,control,6
616,40,37,3838,chain,control,10
593,40,41,3839,chain,control,13
684,43,45,3840,chain,control,13
615,43,36,3841,chain,control,8
611,42,38,3842,chain,control,12
518,36,37,3843,chain,control,7
620,41,46,3844,chain,control,11
598,42,37,3845,chain,control,10
576,39,40,3846,chain,control,13
604,42,33,3847,chain,control,7
586,35,38,3848,chain,control,7
560,43,38,3849,chain,control,12
690,48,44,3850,chain,control,7
550,41,34,3851,chain,control,9
653,41,36,3852,chain,control,10
642,47,46,3853,chain,control,13
574,36,37,3854,chain,control,11
601,43,41,3855,chain,control,14
505,40,30,3856,chain,control,12
507,34,31,3857,chain,control,7
639,40,50,3858,chain,control,14
660,45,42,3859,chain,control,6
565,34,49,3860,chain,control,10
534,32,37,3861,chain,control,10
570,36,26,3862,chain,control,6
657,45,37,3863,chain,control,10
662,41,48,3864,chain,control,12
592,39,39,3865,chain,control,10
564,39,45,3866,chain,control,10
641,39,37,3867,chain,control,14
576,31,30,3868,chain,control,10
575,35,42,3869,chain,control,7
615,44,42,3870,chain,control,8
610,43,38,3871,chain,control,8
529,39,43,3872,chain,control,12
595,38,44,3873,chain,control,11
686,33,43,3874,chain,control,14
609,51,34,3875,chain,control,11
498,32,32,3876,chain,control,7
589,31,36,3877,chain,control,11
626,37,40,3878,chain,control,6
557,35,40,3879,chain,control,8
566,41,44,3880,chain,control,12
619,43,39,3881,chain,control,9
559,38,40,3882,chain,control,12
655,39,41,3883,chain,control,7
612,40,33,3884,chain,control,14
693,34,45,3885,chain,control,6
621,45,44,3886,chain,control,6
565,36,38,3887,chain,control,7
541,43,37,3888,chain,control,14
510,39,40,3889,chain,control,6
644,46,51,3890,chain,control,12
569,43,37,3891,chain,control,13
657,34,39,3892,chain,control,12
598,41,38,3893,chain,control,9
572,47,38,3894,chain,control,13
576,40,43,3895,chain,control,6
644,45,49,3896,chain,control,12
663,32,54,3897,chain,control,7
569,42,37,3898,chain,control,8
531,36,36,3899,chain,control,11
534,38,43,3900,chain,control,13
520,38,40,3901,chain,control,10
601,45,42,3902,chain,control,10
639,45,39,3903,chain,control,12
618,43,39,3904,chain,control,8
648,38,38,3905,chain,control,12
533,37,38,3906,chain,control,8
593,39,27,3907,chain,control,6
587,38,41,3908,chain,control,11
633,36,42,3909,chain,control,9
532,38,40,3910,chain,control,13
593,41,40,3911,chain,control,10
693,42,42,3912,chain,control,7
545,48,42,3913,chain,control,14
626,34,40,3914,chain,control,6
653,42,54,3915,chain,control,11
641,39,37,3916,chain,control,13
584,41,40,3917,chain,control,7
591,35,38,3918,chain,control,14
573,44,38,3919,chain,control,14
653,43,38,3920,chain,control,9
560,47,47,3921,chain,control,6
555,35,36,3922,chain,control,7
627,38,51,3923,chain,control,7
611,44,37,3924,chain,control,7
568,48,36,3925,chain,control,11
497,41,38,3926,chain,control,14
679,37,48,3927,chain,control,10
607,40,38,3928,chain,control,14
576,37,44,3929,chain,control,14
519,35,33,3930,chain,control,10
524,47,39,3931,chain,control,13
654,37,41,3932,chain,control,9
592,50,33,3933,chain,control,10
693,40,47,3934,chain,control,13
598,39,39,3935,chain,control,8
666,46,44,3936,chain,control,7
610,41,49,3937,chain,control,8
592,35,41,3938,chain,control,9
615,48,37,3939,chain,control,8
640,42,43,3940,chain,control,6
649,36,43,3941,chain,control,11
578,45,46,3942,chain,control,12
605,39,38,3943,chain,control,9
615,46,37,3944,chain,control,8
608,34,35,3945,chain,control,6
616,37,50,3946,chain,control,8
541,50,37,3947,chain,control,14
612,39,37,3948,chain,control,9
558,41,44,3949,chain,control,6
644,38,53,3950,chain,control,13
577,36,36,3951,chain,control,13
641,47,44,3952,chain,control,8
657,36,43,3953,chain,control,6
692,46,54,3954,chain,control,11
570,39,43,3955,chain,control,10
640,43,44,3956,chain,control,9
647,43,44,3957,chain,control,7
748,41,53,3958,chain,control,14
655,38,37,3959,chain,control,6
689,44,46,3960,chain,control,7
604,35,42,3961,chain,control,8
627,39,45,3962,chain,control,14
618,41,43,3963,chain,control,14
571,39,36,3964,chain,control,6
518,37,42,3965,chain,control,13
494,41,28,3966,chain,control,10
654,35,42,3967,chain,control,6
697,42,46,3968,chain,control,10
619,41,47,3969,chain,control,13
667,36,38,3970,chain,control,10
719,45,47,3971,chain,control,10
668,44,39,3972,chain,control,12
564,41,43,3973,chain,control,7
690,35,50,3974,chain,control,9
626,40,41,3975,chain,control,9
546,39,33,3976,chain,control,7
545,38,29,3977,chain,control,12
654,45,45,3978,chain,control,7
556,41,47,3979,chain,control,8
603,39,44,3980,chain,control,9
541,32,41,3981,chain,control,6
521,43,36,3982,chain,control,12
686,48,40,3983,chain,control,6
593,44,37,3984,chain,control,8
564,34,45,3985,chain,control,6
545,44,36,3986,chain,control,6
590,45,43,3987,chain,control,14
633,35,43,3988,chain,control,7
440,33,28,3989,chain,control,9
570,35,34,3990,chain,control,12
574,41,39,3991,chain,control,9
493,36,32,3992,chain,control,13
592,38,40,3993,chain,control,14
559,41,41,3994,chain,control,14
636,40,43,3995,chain,control,10
659,37,38,3996,chain,control,14
631,36,45,3997,chain,control,8
483,40,35,3998,chain,control,7
632,45,36,3999,chain,control,10
530,40,43,4000,chain,control,9
647,37,38,4001,chain,current,8
680,41,44,4002,chain,current,6
721,42,37,4003,chain,current,8
638,40,37,4004,chain,current,6
628,53,45,4005,chain,current,7
710,41,39,4006,chain,current,12
771,43,40,4007,chain,current,14
779,47,51,4008,chain,current,7
600,38,39,4009,chain,current,10
702,49,33,4010,chain,current,6
697,38,43,4011,chain,current,7
732,42,48,4012,chain,current,14
595,44,32,4013,chain,current,9
681,34,45,4014,chain,current,12
576,48,37,4015,chain,current,12
821,50,40,4016,chain,current,6
622,39,38,4017,chain,current,11
572,42,38,4018,chain,current,13
731,55,35,4019,chain,current,13
695,44,36,4020,chain,current,8
701,44,42,4021,chain,current,7
798,44,43,4022,chain,current,9
564,37,39,4023,chain,current,8
826,36,37,4024,chain,current,11
607,42,40,4025,chain,current,6
724,42,33,4026,chain,current,14
728,46,45,4027,chain,current,7
708,46,45,4028,chain,current,8
712,43,39,4029,chain,current,7
697,41,44,4030,chain,current,8
661,45,34,4031,chain,current,11
647,47,43,4032,chain,current,14
731,35,35,4033,chain,current,11
614,36,40,4034,chain,current,11
673,49,43,4035,chain,current,12
727,41,37,4036,chain,current,7
701,45,32,4037,chain,current,11
648,52,35,4038,chain,current,7
680,50,46,4039,chain,current,12
760,46,50,4040,chain,current,8
721,42,33,4041,chain,current,6
700,50,35,4042,chain,current,13
578,38,33,4043,chain,current,7
615,34,43,4044,chain,current,14
725,38,37,4045,chain,current,12
767,44,41,4046,chain,current,13
733,40,44,4047,chain,current,14
684,34,45,4048,chain,current,11
692,46,40,4049,chain,current,8
737,47,41,4050,chain,current,11
750,40,38,4051,chain,current,7
607,41,31,4052,chain,current,10
758,56,45,4053,chain,current,12
691,43,39,4054,chain,current,7
581,42,33,4055,chain,current,14
733,46,39,4056,chain,current,13
625,44,45,4057,chain,current,12
749,42,35,4058,chain,current,10
712,49,37,4059,chain,current,13
742,49,52,4060,chain,current,6
755,51,40,4061,chain,current,11
703,42,42,4062,chain,current,10
715,40,41,4063,chain,current,10
593,40,35,4064,chain,current,12
705,43,34,4065,chain,current,11
780,50,39,4066,chain,current,12
583,39,38,4067,chain,current,6
697,43,45,4068,chain,current,12
716,42,32,4069,chain,current,9
741,48,44,4070,chain,current,12
755,44,46,4071,chain,current,14
661,42,41,4072,chain,current,9
619,36,37,4073,chain,current,6
701,39,42,4074,chain,current,11
632,42,42,4075,chain,current,13
618,49,30,4076,chain,current,9
654,35,47,4077,chain,current,10
724,43,43,4078,chain,current,13
643,36,37,4079,chain,current,14
700,39,44,4080,chain,current,8
739,45,36,4081,chain,current,11
