id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
7837,0,0,control,google,4,69.49,5,3,nothing
7838,0,0,coupon,google,2,60.99,1,3,something
7839,0,0,coupon,google,1,70.99,3,19,something
7840,0,0,coupon,google,3,50.99,2,9,nothing
7841,0,0,coupon,google,3,64.99,3,1,something
7842,0,0,control,instagram,2,50.99,1,15,something
7843,0,0,control,google,1,45.99,4,16,something
7844,1,51.99,control,instagram,7,51.99,5,14,nothing
7845,0,0,coupon,instagram,9,67.99,0,20,nothing
7846,1,56.99,control,instagram,3,56.99,3,21,nothing
7847,0,0,coupon,facebook,1,54.49,3,21,something
7848,0,0,control,google,1,109.98,3,15,something
7849,0,0,control,instagram,8,62.99,2,16,nothing
7850,0,0,coupon,facebook,1,62.99,1,6,nothing
7851,0,0,coupon,instagram,0,0,5,2,nothing
7852,0,0,control,instagram,7,125.98,1,13,nothing
7853,1,54.392,coupon,instagram,6,67.99,6,21,nothing
7854,0,0,control,instagram,1,146.97,4,19,nothing
7855,0,0,coupon,google,0,0,3,14,nothing
7856,0,0,control,facebook,7,69.99,2,16,nothing
7857,0,0,coupon,referral,1,55.99,4,14,something
7858,0,0,coupon,instagram,2,60.99,1,17,nothing
7859,0,0,control,facebook,1,50.99,3,7,nothing
7860,0,0,control,instagram,13,63.49,5,12,something
7861,0,0,coupon,facebook,5,65.49,7,3,nothing
7862,0,0,control,google,4,71.99,5,16,nothing
7863,1,71.192,coupon,instagram,0,0,3,1,nothing
7864,1,43.992,coupon,google,14,54.99,5,11,nothing
7865,1,34.392,coupon,instagram,0,0,6,14,something
7866,0,0,control,instagram,3,82.99,4,18,nothing
7867,1,43.192,coupon,instagram,1,53.99,5,13,something
7868,2,125.98,control,instagram,4,62.99,6,21,something
7869,0,0,coupon,google,0,0,4,4,nothing
7870,1,36.392,coupon,facebook,1,45.49,3,20,nothing
7871,0,0,coupon,google,0,0,5,12,nothing
7872,0,0,control,google,3,123.98,4,14,nothing
7873,0,0,coupon,google,1,67.99,4,19,nothing
7874,0,0,coupon,instagram,0,0,5,19,something
7875,0,0,coupon,instagram,9,107.98,0,23,something
7876,0,0,control,google,0,0,5,21,nothing
7877,0,0,coupon,instagram,0,0,2,15,nothing
7878,0,0,control,google,0,0,2,3,something
7879,0,0,coupon,google,3,72.49,5,22,nothing
7880,0,0,coupon,instagram,0,0,7,19,nothing
7881,0,0,coupon,google,3,52.99,0,21,something
7882,0,0,control,instagram,10,55.99,5,17,something
7883,2,71.184,coupon,instagram,0,0,1,18,nothing
7884,0,0,control,google,1,62.49,0,12,nothing
7885,1,58.392,coupon,facebook,0,0,1,19,something
7886,0,0,coupon,instagram,0,0,5,14,nothing
7887,0,0,coupon,google,2,65.49,5,21,nothing
7888,0,0,control,instagram,5,48.99,5,18,nothing
7889,0,0,control,google,4,70.49,6,19,nothing
7890,0,0,coupon,google,10,49.49,5,14,nothing
7891,0,0,coupon,google,8,55.99,4,5,nothing
7892,0,0,control,facebook,1,62.99,4,3,nothing
7893,0,0,control,google,1,60.99,4,24,nothing
7894,0,0,coupon,instagram,0,0,0,15,something
7895,0,0,coupon,google,3,137.98,4,25,nothing
7896,0,0,coupon,facebook,2,58.99,2,12,something
7897,0,0,control,facebook,0,0,2,9,nothing
7898,0,0,control,instagram,0,0,5,7,something
7899,0,0,control,google,1,64.99,4,18,nothing
7900,0,0,control,referral,0,0,4,16,nothing
7901,0,0,control,instagram,0,0,3,5,nothing
7902,0,0,coupon,google,1,65.99,5,24,something
7903,0,0,coupon,google,1,63.99,7,5,nothing
7904,0,0,coupon,instagram,2,54.99,1,18,nothing
7905,0,0,control,google,1,54.49,5,2,something
7906,0,0,coupon,referral,0,0,3,17,nothing
7907,0,0,control,instagram,1,67.49,3,12,nothing
7908,0,0,coupon,google,6,68.49,4,16,nothing
7909,0,0,coupon,google,0,0,2,20,nothing
7910,1,67.49,control,google,2,67.49,0,13,something
7911,0,0,control,google,1,67.49,5,15,something
7912,1,57.99,control,google,4,57.99,4,12,nothing
7913,0,0,control,google,0,0,1,18,nothing
7914,1,42.392,coupon,referral,2,52.99,4,22,nothing
7915,0,0,coupon,google,0,0,6,8,nothing
7916,0,0,coupon,google,0,0,2,16,something
7917,0,0,coupon,facebook,2,54.49,2,23,nothing
7918,0,0,coupon,google,0,0,3,3,something
7919,0,0,coupon,instagram,2,72.99,4,20,nothing
7920,0,0,coupon,referral,0,0,5,9,nothing
7921,0,0,control,facebook,1,68.49,6,11,nothing
7922,1,49.99,control,instagram,3,99.98,5,17,nothing
7923,0,0,control,google,2,108.98,2,23,nothing
7924,0,0,control,instagram,1,66.49,7,20,nothing
7925,0,0,coupon,facebook,6,115.98,6,21,nothing
7926,0,0,coupon,google,3,85.99,3,8,something
7927,0,0,coupon,facebook,0,0,4,3,nothing
7928,0,0,coupon,instagram,0,0,6,21,nothing
7929,0,0,coupon,instagram,5,48.49,1,25,nothing
7930,0,0,coupon,facebook,10,52.49,5,16,nothing
7931,0,0,coupon,google,3,66.99,2,13,nothing
7932,0,0,coupon,google,5,66.99,1,25,nothing
7933,0,0,coupon,other,3,73.49,4,19,nothing
7934,3,197.97,control,other,10,65.99,1,17,nothing
7935,0,0,coupon,google,2,47.99,0,11,something
7936,0,0,control,instagram,3,50.49,6,10,nothing
7937,0,0,coupon,instagram,0,0,5,4,nothing
7938,0,0,coupon,google,0,0,6,12,nothing
7939,0,0,coupon,facebook,3,78.99,5,7,nothing
7940,0,0,coupon,google,10,63.99,5,21,nothing
7941,0,0,coupon,google,1,64.99,7,3,something
7942,0,0,control,google,1,41.99,2,10,something
7943,0,0,coupon,instagram,0,0,0,30,nothing
7944,0,0,control,referral,0,0,3,18,nothing
7945,0,0,coupon,instagram,1,307.96,5,10,something
7946,0,0,coupon,google,1,60.99,5,15,something
7947,0,0,control,google,1,67.99,1,11,nothing
7948,1,64.99,control,referral,0,0,6,25,something
7949,0,0,coupon,instagram,6,62.99,6,15,nothing
7950,0,0,coupon,instagram,6,38.99,4,29,nothing
7951,0,0,control,google,9,109.98,0,24,nothing
7952,0,0,coupon,instagram,3,76.99,0,1,something
7953,1,67.99,control,facebook,0,0,1,17,nothing
7954,0,0,coupon,google,0,0,6,19,nothing
7955,0,0,coupon,instagram,0,0,4,14,nothing
7956,0,0,control,facebook,1,60.99,2,3,nothing
7957,0,0,coupon,facebook,4,49.99,0,18,nothing
7958,0,0,control,google,0,0,7,21,nothing
7959,0,0,coupon,instagram,0,0,1,14,nothing
7960,0,0,control,referral,4,93.98,6,5,nothing
7961,0,0,coupon,facebook,1,64.99,2,14,nothing
7962,0,0,coupon,instagram,2,150.98,4,16,nothing
7963,0,0,coupon,google,2,61.99,0,22,nothing
7964,0,0,control,facebook,0,0,4,8,something
7965,0,0,coupon,facebook,0,0,1,5,something
7966,0,0,coupon,google,4,64.49,5,25,nothing
7967,1,53.49,control,instagram,6,53.49,6,11,something
7968,0,0,coupon,google,0,0,0,13,nothing
7969,0,0,coupon,instagram,0,0,4,21,nothing
7970,0,0,coupon,google,0,0,0,9,nothing
7971,0,0,coupon,facebook,0,0,0,17,nothing
7972,0,0,control,instagram,0,0,3,10,nothing
7973,0,0,control,google,0,0,4,19,nothing
7974,0,0,coupon,instagram,1,66.99,3,12,nothing
7975,0,0,control,instagram,3,57.99,2,24,nothing
7976,0,0,coupon,instagram,0,0,0,5,nothing
7977,0,0,control,google,4,64.49,0,27,nothing
7978,0,0,control,google,1,136.98,3,29,nothing
7979,0,0,coupon,google,5,59.49,5,17,something
7980,0,0,control,instagram,3,50.49,1,23,nothing
7981,0,0,control,referral,4,59.99,4,11,something
7982,1,53.49,control,facebook,2,53.49,3,22,nothing
7983,0,0,coupon,google,5,71.49,0,20,nothing
7984,0,0,coupon,facebook,3,80.99,6,17,something
7985,0,0,control,google,1,45.99,6,17,something
7986,1,53.99,control,google,2,53.99,1,15,something
7987,0,0,control,google,5,46.99,2,11,something
7988,0,0,coupon,facebook,0,0,4,18,nothing
7989,0,0,control,instagram,1,51.99,4,20,nothing
7990,0,0,control,facebook,2,62.49,4,15,nothing
7991,0,0,control,instagram,3,74.49,0,17,nothing
7992,0,0,control,facebook,0,0,2,27,nothing
7993,0,0,coupon,instagram,0,0,3,14,nothing
7994,0,0,control,instagram,1,54.99,2,12,something
7995,1,54.392,coupon,facebook,7,67.99,6,24,nothing
7996,0,0,control,google,3,109.98,1,11,something
7997,0,0,coupon,facebook,1,178.98,2,18,nothing
7998,0,0,coupon,google,2,103.98,4,16,nothing
7999,0,0,coupon,google,1,66.99,1,15,nothing
8000,0,0,coupon,google,3,175.98,0,2,nothing
8001,0,0,control,google,4,115.98,1,13,nothing
8002,0,0,coupon,google,0,0,4,21,something
8003,0,0,control,instagram,1,118.98,0,9,nothing
8004,0,0,coupon,instagram,0,0,1,3,nothing
8005,0,0,coupon,referral,0,0,0,14,nothing
8006,2,110.384,coupon,instagram,2,68.99,0,16,something
8007,3,160.776,coupon,facebook,6,66.99,0,4,something
8008,0,0,coupon,facebook,5,60.99,1,19,nothing
8009,0,0,control,google,1,58.49,4,8,something
8010,1,48.792,coupon,instagram,4,60.99,5,15,something
8011,0,0,coupon,instagram,1,57.99,0,16,nothing
8012,0,0,control,facebook,3,117.98,5,7,nothing
8013,0,0,coupon,facebook,0,0,3,13,nothing
8014,0,0,control,instagram,0,0,5,16,nothing
8015,0,0,control,google,1,49.99,5,22,something
8016,1,54.392,coupon,facebook,2,135.98,5,13,something
8017,0,0,coupon,instagram,7,65.49,4,3,nothing
8018,1,46.392,coupon,facebook,0,0,4,22,nothing
8019,0,0,coupon,google,0,0,0,19,nothing
8020,0,0,coupon,google,4,58.99,5,13,nothing
8021,0,0,coupon,instagram,0,0,7,19,nothing
8022,0,0,coupon,instagram,0,0,7,11,something
8023,0,0,control,google,0,0,7,24,nothing
8024,0,0,control,instagram,0,0,4,17,nothing
8025,0,0,control,google,6,103.98,6,24,something
8026,0,0,control,instagram,0,0,1,4,nothing
8027,0,0,coupon,facebook,0,0,0,2,nothing
8028,0,0,control,facebook,0,0,4,21,something
8029,0,0,coupon,referral,0,0,1,19,nothing
8030,0,0,coupon,instagram,2,53.99,2,12,something
8031,1,51.99,control,facebook,0,0,0,1,something
8032,0,0,coupon,google,1,137.97,2,13,nothing
8033,0,0,control,facebook,0,0,4,1,something
8034,1,52.792,coupon,facebook,1,65.99,1,21,something
8035,0,0,coupon,google,1,57.99,4,1,nothing
8036,0,0,control,google,1,125.98,5,1,something
8037,0,0,control,google,1,129.98,5,17,something
8038,0,0,control,instagram,2,212.97,0,17,something
8039,0,0,coupon,google,8,57.99,5,14,nothing
8040,0,0,control,instagram,2,76.99,3,19,nothing
8041,0,0,coupon,instagram,4,74.49,3,20,nothing
8042,2,114.98,control,instagram,12,57.49,6,27,nothing
8043,0,0,coupon,facebook,5,123.98,5,2,something
8044,0,0,control,google,0,0,2,2,something
8045,0,0,control,facebook,4,203.97,3,28,nothing
8046,0,0,control,instagram,1,66.99,4,13,nothing
8047,0,0,coupon,google,2,51.49,2,7,nothing
8048,0,0,coupon,instagram,0,0,6,21,nothing
8049,0,0,coupon,instagram,1,62.49,6,13,something
8050,0,0,control,google,9,51.49,0,9,nothing
8051,0,0,control,google,0,0,4,7,something
8052,1,71.49,control,instagram,1,214.47,7,20,nothing
8053,0,0,coupon,instagram,1,64.99,3,11,nothing
8054,0,0,coupon,google,0,0,0,16,nothing
8055,0,0,coupon,google,2,68.99,6,18,nothing
8056,1,48.49,control,facebook,7,48.49,6,18,something
8057,0,0,coupon,google,0,0,5,18,nothing
8058,0,0,coupon,instagram,4,53.49,2,7,nothing
8059,0,0,coupon,instagram,5,65.49,6,12,nothing
8060,1,41.592,coupon,google,16,103.98,2,28,nothing
8061,0,0,coupon,google,1,117.98,4,9,something
8062,0,0,coupon,google,1,54.99,1,10,something
8063,0,0,coupon,facebook,4,63.99,5,13,something
8064,0,0,coupon,instagram,1,57.99,5,1,nothing
8065,0,0,control,google,0,0,3,5,nothing
8066,0,0,control,google,3,53.99,4,4,something
8067,0,0,coupon,google,0,0,6,17,something
8068,0,0,coupon,instagram,1,65.99,6,21,something
8069,0,0,coupon,facebook,0,0,4,4,something
8070,0,0,coupon,instagram,3,64.99,5,10,something
8071,0,0,control,referral,0,0,1,24,nothing
8072,0,0,control,google,0,0,2,9,nothing
8073,0,0,coupon,google,8,62.49,6,11,nothing
8074,0,0,coupon,google,6,60.99,5,9,something
8075,3,214.47,control,facebook,6,71.49,1,14,something
8076,1,92.99,control,facebook,4,92.99,6,7,nothing
8077,0,0,control,referral,2,133.98,5,13,nothing
8078,0,0,coupon,instagram,0,0,1,21,nothing
8079,0,0,control,google,3,55.99,6,14,nothing
8080,0,0,control,google,1,112.98,3,16,nothing
8081,0,0,coupon,facebook,2,79.98,0,20,nothing
8082,0,0,control,google,6,170.97,3,1,nothing
8083,0,0,coupon,google,2,115.98,0,22,nothing
8084,1,45.192,coupon,facebook,0,0,4,6,something
8085,0,0,coupon,referral,2,55.49,2,12,nothing
8086,0,0,coupon,instagram,7,92.98,0,12,nothing
8087,0,0,control,instagram,1,68.49,7,14,nothing
8088,0,0,control,instagram,2,125.98,0,17,something
8089,1,44.392,coupon,instagram,3,55.49,5,3,something
8090,0,0,coupon,google,0,0,4,11,something
8091,0,0,coupon,facebook,3,62.49,3,4,nothing
8092,0,0,control,google,3,55.49,2,7,something
8093,0,0,control,instagram,2,62.99,5,3,nothing
8094,1,57.592,coupon,instagram,1,71.99,4,14,nothing
8095,0,0,control,facebook,1,111.98,2,18,something
8096,0,0,coupon,google,1,68.99,7,13,nothing
8097,0,0,control,google,7,127.98,2,20,nothing
8098,0,0,coupon,facebook,1,46.49,4,18,nothing
8099,0,0,coupon,other,0,0,4,3,nothing
8100,0,0,coupon,google,3,119.98,1,8,nothing
8101,0,0,coupon,instagram,0,0,1,4,nothing
8102,0,0,coupon,facebook,4,48.99,7,14,nothing
8103,0,0,control,facebook,1,239.97,1,18,something
8104,0,0,coupon,facebook,0,0,7,31,nothing
8105,0,0,coupon,google,4,77.99,4,2,something
8106,0,0,control,instagram,7,159.98,0,25,something
8107,0,0,coupon,instagram,2,68.99,1,22,nothing
8108,0,0,control,facebook,0,0,6,24,nothing
8109,0,0,coupon,facebook,0,0,1,23,something
8110,0,0,control,google,2,93.98,3,20,nothing
8111,0,0,control,google,8,69.99,6,20,something
8112,0,0,coupon,referral,0,0,5,1,nothing
8113,0,0,coupon,instagram,0,0,6,18,nothing
8114,0,0,control,google,2,68.99,1,16,nothing
8115,0,0,control,google,0,0,4,13,nothing
8116,0,0,coupon,facebook,0,0,1,3,nothing
8117,0,0,coupon,google,1,137.98,1,27,nothing
8118,0,0,coupon,google,8,147.98,4,16,nothing
8119,0,0,coupon,instagram,4,44.99,2,22,nothing
8120,0,0,coupon,instagram,2,44.99,4,17,nothing
8121,0,0,coupon,referral,0,0,0,2,nothing
8122,0,0,coupon,facebook,1,66.99,3,2,nothing
8123,1,47.192,coupon,instagram,1,58.99,7,20,nothing
8124,0,0,coupon,instagram,0,0,7,1,something
8125,0,0,coupon,instagram,0,0,6,14,nothing
8126,0,0,control,facebook,0,0,4,23,something
8127,0,0,coupon,facebook,1,50.99,1,14,something
8128,0,0,control,google,3,50.49,0,16,nothing
8129,0,0,coupon,google,0,0,0,10,something
8130,0,0,coupon,google,2,64.99,5,15,nothing
8131,0,0,coupon,google,0,0,5,22,nothing
8132,0,0,coupon,referral,2,200.97,1,3,nothing
8133,0,0,control,google,1,63.49,1,11,nothing
8134,0,0,coupon,facebook,5,147.98,7,28,nothing
8135,0,0,coupon,facebook,1,54.99,1,12,nothing
8136,0,0,control,google,0,0,5,11,nothing
8137,0,0,control,instagram,0,0,3,15,something
8138,1,63.99,control,google,0,0,1,14,something
8139,0,0,coupon,google,4,66.99,6,19,nothing
8140,0,0,control,instagram,6,206.97,5,12,nothing
8141,0,0,coupon,instagram,0,0,2,14,nothing
8142,0,0,control,instagram,2,48.99,2,13,nothing
8143,0,0,coupon,google,2,134.98,7,11,nothing
8144,0,0,control,google,1,44.49,1,11,nothing
8145,0,0,coupon,instagram,1,194.97,7,11,something
8146,0,0,control,instagram,1,42.99,1,14,nothing
8147,0,0,control,google,0,0,7,19,something
8148,0,0,control,referral,0,0,2,21,nothing
8149,0,0,control,facebook,2,200.97,5,24,nothing
8150,1,59.49,control,facebook,6,59.49,0,25,nothing
8151,0,0,coupon,google,0,0,1,10,nothing
8152,0,0,control,google,3,137.98,2,3,nothing
8153,0,0,coupon,referral,2,50.99,6,13,something
8154,0,0,coupon,facebook,5,53.99,4,1,nothing
8155,1,59.192,coupon,google,7,147.98,1,12,nothing
8156,0,0,control,instagram,1,58.99,2,9,something
8157,0,0,control,instagram,3,53.99,1,17,something
8158,0,0,control,google,0,0,1,28,something
8159,1,54.392,coupon,facebook,2,67.99,5,2,something
8160,0,0,coupon,google,0,0,4,13,nothing
8161,0,0,control,instagram,2,265.96,2,6,nothing
8162,0,0,coupon,facebook,4,52.99,0,20,nothing
8163,0,0,control,google,0,0,6,16,something
8164,0,0,control,instagram,1,69.49,2,1,nothing
8165,0,0,coupon,facebook,1,49.99,0,2,nothing
8166,0,0,control,other,1,154.98,7,18,nothing
8167,0,0,coupon,instagram,1,184.47,4,11,something
8168,0,0,control,google,1,59.99,6,21,nothing
8169,0,0,coupon,google,2,79.99,7,18,nothing
8170,0,0,control,google,0,0,6,3,nothing
8171,1,56.792,coupon,instagram,1,70.99,0,14,nothing
8172,0,0,coupon,google,1,64.99,1,24,nothing
8173,0,0,coupon,facebook,0,0,0,2,nothing
8174,0,0,control,google,5,82.99,4,16,nothing
8175,0,0,control,instagram,0,0,6,5,nothing
8176,0,0,coupon,google,0,0,4,14,nothing
8177,0,0,coupon,google,8,66.49,5,19,nothing
8178,0,0,coupon,instagram,1,81.98,0,16,nothing
8179,0,0,control,referral,0,0,2,3,something
8180,0,0,control,instagram,4,64.49,4,3,something
8181,0,0,control,facebook,2,65.99,7,1,nothing
8182,0,0,coupon,google,0,0,2,13,something
8183,0,0,coupon,facebook,0,0,2,10,something
8184,0,0,control,facebook,2,59.49,1,2,nothing
8185,0,0,coupon,instagram,1,65.99,7,21,something
8186,0,0,coupon,instagram,2,65.99,0,18,nothing
8187,0,0,coupon,google,4,69.99,7,15,nothing
8188,0,0,control,instagram,9,64.99,2,10,something
8189,0,0,coupon,facebook,1,47.99,5,17,nothing
8190,0,0,coupon,google,1,65.49,2,15,nothing
8191,0,0,coupon,google,1,164.97,1,6,nothing
8192,0,0,coupon,google,3,57.99,0,15,nothing
8193,0,0,coupon,google,1,81.98,4,11,nothing
8194,0,0,coupon,instagram,0,0,3,9,something
8195,0,0,control,google,0,0,0,1,nothing
8196,0,0,control,google,1,115.98,2,9,something
8197,0,0,coupon,instagram,2,52.99,7,21,nothing
8198,1,48.792,coupon,instagram,2,121.98,1,5,nothing
8199,0,0,coupon,google,0,0,7,2,something
8200,0,0,coupon,facebook,1,52.99,7,5,something
8201,0,0,control,other,0,0,2,12,nothing
8202,1,68.49,control,referral,2,136.98,6,13,nothing
8203,0,0,coupon,facebook,1,65.99,3,3,something
8204,0,0,coupon,instagram,1,75.99,6,20,nothing
8205,0,0,control,instagram,2,215.96,0,13,nothing
8206,0,0,control,facebook,2,71.99,6,16,something
8207,0,0,coupon,google,0,0,4,11,something
8208,0,0,control,instagram,1,55.99,6,18,something
8209,1,41.592,coupon,facebook,0,0,0,15,nothing
8210,0,0,coupon,google,0,0,3,14,nothing
8211,0,0,coupon,instagram,3,63.49,5,2,nothing
8212,0,0,control,facebook,0,0,1,1,nothing
8213,0,0,control,google,1,74.99,4,14,something
8214,0,0,coupon,facebook,0,0,7,20,nothing
8215,0,0,control,instagram,0,0,7,11,something
8216,0,0,coupon,instagram,5,53.99,0,19,nothing
8217,0,0,coupon,google,6,75.99,0,6,nothing
8218,0,0,coupon,instagram,0,0,5,1,nothing
8219,0,0,control,instagram,3,131.98,5,21,nothing
8220,0,0,coupon,instagram,0,0,6,15,something
8221,0,0,coupon,google,1,69.99,2,11,nothing
8222,0,0,control,instagram,2,42.49,1,5,nothing
8223,0,0,control,facebook,0,0,7,26,nothing
8224,0,0,control,google,1,47.49,0,8,nothing
8225,0,0,coupon,referral,1,42.99,2,16,nothing
8226,0,0,control,google,1,116.98,1,23,nothing
8227,0,0,coupon,instagram,1,66.99,1,21,nothing
8228,0,0,control,google,6,44.99,4,2,something
8229,0,0,control,facebook,3,50.49,4,3,nothing
8230,0,0,coupon,google,1,203.97,4,3,nothing
8231,0,0,coupon,instagram,0,0,7,7,something
8232,0,0,coupon,google,2,59.49,0,22,nothing
8233,0,0,coupon,google,2,115.98,1,14,something
8234,1,79.99,control,facebook,3,79.99,6,8,something
8235,0,0,coupon,facebook,2,54.99,3,13,nothing
8236,0,0,control,instagram,0,0,4,18,nothing
8237,0,0,coupon,google,7,66.99,3,2,something
8238,0,0,coupon,instagram,2,179.98,5,20,something
8239,0,0,coupon,facebook,0,0,5,22,something
8240,1,60.792,coupon,instagram,16,75.99,0,10,nothing
8241,0,0,control,instagram,0,0,7,18,something
8242,0,0,control,google,1,67.99,0,17,something
8243,0,0,coupon,facebook,1,174.98,6,8,something
8244,0,0,coupon,instagram,0,0,0,23,nothing
8245,0,0,control,google,4,61.49,3,6,nothing
8246,0,0,control,facebook,0,0,2,12,nothing
8247,0,0,coupon,instagram,2,65.99,1,13,nothing
8248,0,0,coupon,instagram,0,0,2,27,nothing
8249,0,0,coupon,instagram,1,57.99,5,22,nothing
8250,0,0,control,google,2,44.99,4,12,something
8251,1,45.592,coupon,facebook,4,56.99,1,23,nothing
8252,1,49.592,coupon,instagram,0,0,5,28,nothing
8253,0,0,coupon,facebook,2,49.49,5,30,nothing
8254,0,0,control,instagram,2,125.98,5,15,nothing
8255,0,0,control,instagram,0,0,5,22,something
8256,0,0,coupon,other,0,0,4,14,nothing
8257,0,0,coupon,google,5,164.97,2,24,nothing
8258,0,0,coupon,referral,2,121.98,1,19,nothing
8259,0,0,control,google,0,0,7,2,nothing
8260,1,47.992,coupon,facebook,0,0,1,2,nothing
8261,0,0,coupon,google,1,188.97,5,20,nothing
8262,0,0,coupon,google,0,0,7,12,something
8263,0,0,coupon,instagram,5,162.98,7,12,something
8264,0,0,control,instagram,0,0,4,15,nothing
8265,0,0,coupon,instagram,0,0,6,18,something
8266,0,0,control,google,1,104.98,6,16,nothing
8267,0,0,coupon,facebook,7,43.49,6,21,something
